City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
342,Ponta Delgada,PT,77.72,few clouds,37.7333,-25.6667,Vila Nova Hotel
343,Sao Jose Da Coroa Grande,BR,80.22,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
344,Brvenica,MK,73.2,overcast clouds,41.9672,20.9808,TIVOLI Hotel & Restaurant
346,Casablanca,MA,80.82,clear sky,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
347,Fussen,DE,52.59,overcast clouds,47.8739,12.1695,Hotel Gasthof Flötzinger Bräu
348,Dera Ghazi Khan,PK,92.01,clear sky,30.0561,70.6348,Hamlani Khosa Chowk
349,Baculin,PH,80.11,overcast clouds,7.4525,126.5842,Baculin Cove Beach Resort
350,Santa Cruz,BO,86.05,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
351,Ust-Ishim,RU,48.9,overcast clouds,57.6935,71.1665,"Velichko T.p., Gostinitsa"
354,Pirdop,BG,66.67,moderate rain,42.7,24.1833,Kompleks Borova Gora (Sidi Grup Ad)
355,Halifax,CA,63.21,clear sky,44.6453,-63.5724,Hotel Halifax
356,Shuangcheng,CN,59.77,clear sky,45.35,126.2833,Xingcheng Hotel
357,Methoni,GR,89.46,clear sky,36.8197,21.7049,Methoni Beach Hotel
359,Madang,PG,75.24,scattered clouds,-5.2246,145.7966,Comfort Inn Hotel
360,Chiredzi,ZW,90.09,clear sky,-21.05,31.6667,Clevers Hotel Chiredzi
361,Ponta Do Sol,PT,83.71,light rain,32.6667,-17.1,Hotel do Campo
363,San Cristobal,VE,78.98,overcast clouds,7.7669,-72.225,Pirineos
364,Pachino,IT,83.91,scattered clouds,36.7186,15.0907,Il Veliero
365,Longyearbyen,SJ,28.24,scattered clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
366,Pergamino,AR,75.04,overcast clouds,-33.89,-60.5736,Hotel Fachinat
367,Kikerino,RU,51.53,overcast clouds,59.4667,29.6333,Дом в деревне
368,Tongliao,CN,60.57,clear sky,43.6125,122.2653,Meirujia Hotel
370,Gram,DK,57.58,broken clouds,55.2895,9.0491,Gram Slot
372,Hirara,JP,80.65,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
373,Kirkwall,GB,51.96,broken clouds,58.9848,-2.9587,Kirkwall Hotel
374,Kirakira,SB,78.8,broken clouds,-10.4544,161.9205,SanBiz Lodge
375,Port Antonio,JM,93.0,light rain,18.18,-76.4612,The Trident Hotel
377,Santiago Del Estero,AR,82.92,scattered clouds,-27.7951,-64.2615,Apartamentos Castelli 90
379,Los Llanos De Aridane,ES,76.75,few clouds,28.6585,-17.9182,Valle Aridane
380,Ancud,CL,45.23,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
384,Maceio,BR,81.84,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
386,Hobyo,SO,77.29,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
387,Sibu,MY,75.13,overcast clouds,2.3,111.8167,RH HOTEL (4 Star)
388,Butte,US,61.02,clear sky,39.6499,-121.5677,Meadowbrook Oaks Mobile Home Park
389,Hwange,ZW,87.66,clear sky,-18.3693,26.5019,Hwange Colliery Guest House
390,Menongue,AO,91.22,scattered clouds,-14.6585,17.691,Ritz Lauca
391,Sydney Mines,CA,58.24,overcast clouds,46.2367,-60.2177,At The Harbourfront B&B Inc
392,Gizo,SB,82.33,broken clouds,-8.103,156.8419,Imagination Island
393,Fort Frances,CA,62.17,overcast clouds,48.5999,-93.4003,LA PLACE RENDEZ-VOUS
394,Naze,JP,79.14,overcast clouds,28.3667,129.4833,Shishime Hotel
395,Cockburn Town,TC,84.16,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
396,La Palma,US,70.5,broken clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
397,Pyu,MM,75.27,light rain,18.4833,96.4333,Mr Bo Bo
398,La Ronge,CA,50.45,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
399,Xining,CN,57.63,broken clouds,36.6167,101.7667,Super Leisure Hotel
400,Matane,CA,52.93,clear sky,48.8286,-67.522,Hotel-Motel Belle Plage
401,Huambo,AO,86.54,overcast clouds,-12.7761,15.7392,SiSHotel
402,Mackenzie,CA,46.62,overcast clouds,55.2999,-123.1698,Hilton Shop
403,Murgab,TM,80.71,clear sky,37.4966,61.9714,Wepa Nurlyýew
404,Mersing,MY,77.7,broken clouds,2.4312,103.8405,Timotel Hotel
405,Acoua,YT,78.71,clear sky,-12.7239,45.0582,Gîte de Mliha
406,Moriyama,JP,80.15,light rain,35.0667,135.9833,Art Rits Hotel
407,Alofi,NU,76.24,clear sky,-19.0595,-169.9187,Taloa Heights
408,Mudanjiang,CN,60.71,overcast clouds,44.5833,129.6,Landi Express Business Hotel
409,Namatanai,PG,78.75,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
410,Dubrovytsya,UA,59.77,overcast clouds,51.5744,26.565,Druzhba
411,Kelo,TD,77.67,overcast clouds,9.3086,15.8066,Plantation de Kelo
412,Puntarenas,CR,81.64,scattered clouds,9.9763,-84.8384,Hotel Don Robert
413,Nanortalik,GL,46.11,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
414,Asyut,EG,91.65,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
415,Ketchikan,US,48.67,scattered clouds,55.3422,-131.6461,Snow's Cove Lodge
416,Kijang,KR,74.55,overcast clouds,35.2442,129.2139,Samyang Beach Villa
417,Kieta,PG,78.03,light rain,-6.2167,155.6333,Uruna Bay Retreat
418,High Level,CA,51.91,shower rain,58.5169,-117.136,Days Inn by Wyndham High Level
420,Oussouye,SN,82.31,light rain,12.485,-16.5469,Auberge du Routard
421,Krasnoselkup,RU,49.46,overcast clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
422,Gibara,CU,88.92,few clouds,21.1097,-76.1317,Sol y Mar
423,Lichinga,MZ,73.81,broken clouds,-13.3128,35.2406,Residencial Bendiak
424,Pipri,IN,76.15,overcast clouds,19.8,75.5333,Sukhana River nilu and rushi home
425,Portree,GB,52.52,overcast clouds,57.4129,-6.1942,The Royal Hotel
426,Quchan,IR,67.51,clear sky,37.106,58.5095,گلیم دستبافت کیمیایی
427,Umm Lajj,SA,86.14,clear sky,25.0213,37.2685,Moon light Furnished Units
428,Karatau,KZ,70.0,overcast clouds,43.1667,70.4667,Baza Zika
429,Imbituba,BR,67.86,broken clouds,-28.24,-48.6703,Praia Hotel Imbituba
430,Ugoofaaru,MV,81.95,scattered clouds,5.6667,73.0,Ungoofaaru Inn
431,Kununurra,AU,69.78,scattered clouds,-15.7667,128.7333,Hotel Kununurra
432,Loandjili,CG,75.94,overcast clouds,-4.7561,11.8578,Résidence ARCHANGE
433,Komsomolskiy,UZ,75.92,scattered clouds,40.4272,71.7189,Ikathouse
434,Kuytun,RU,40.32,scattered clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
435,Dudinka,RU,34.63,snow,69.4058,86.1778,Hotel Viktoria
436,Nuevo Progreso,MX,81.12,broken clouds,23.1667,-97.95,Balneario Rio el Paraiso
437,Ngunguru,NZ,50.25,scattered clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
438,Wahiawa,US,71.76,broken clouds,21.5028,-158.0236,The Inn At Schofield
439,Northam,GB,61.39,overcast clouds,51.0333,-4.2167,Durrant House Hotel
440,Acapulco,MX,75.02,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
442,Manaure,CO,84.94,broken clouds,11.7751,-72.4445,Hotel Palaaima
443,Husavik,IS,44.8,overcast clouds,66.0449,-17.3389,Bjarnabúð
447,Tuy Hoa,VN,78.73,scattered clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
448,Viedma,AR,59.18,overcast clouds,-40.8135,-62.9967,Hotel Cristal
449,Vila Franca Do Campo,PT,77.41,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
451,Cerrito,CO,62.38,overcast clouds,6.8432,-72.694,Yariseth juliana
453,Kudamatsu,JP,82.36,heavy intensity rain,34.0,131.8667,Hotel AZ Yamaguchi Kudamatsu
454,Beira,MZ,77.09,few clouds,-19.8436,34.8389,Beira Terrace Hotel
455,Uchiza,PE,80.44,broken clouds,-8.4592,-76.4633,Hotel San Pedro
456,Atherton,GB,61.9,scattered clouds,53.5237,-2.4935,The Mercury Motel
457,Barcelos,PT,83.91,overcast clouds,41.5388,-8.6151,Hotel Do Terço
458,Flinders,AU,58.37,few clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
459,Naugachhia,IN,83.75,moderate rain,25.4,87.1,Balram Lodge (बलराम लौज)
460,Olafsvik,IS,48.2,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
461,San Joaquin,US,62.55,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
462,Bemidji,US,62.19,overcast clouds,47.4736,-94.8803,Hampton Inn & Suites Bemidji
463,Loa Janan,ID,75.4,moderate rain,-0.583,117.095,Kost bu jono
464,North Platte,US,67.37,broken clouds,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
465,Coihaique,CL,40.95,few clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
466,Cascais,PT,87.62,few clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
467,Saint-Pierre,RE,71.28,clear sky,-21.3393,55.4781,Alize Plage
468,Lincoln,US,68.16,overcast clouds,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
469,Mogok,MM,65.62,overcast clouds,22.9167,96.5,MOGOK HILL HOTEL
470,Dubai,AE,94.93,clear sky,25.2582,55.3047,"Radisson Blu Hotel, Dubai Deira Creek"
471,Port Blair,IN,81.05,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
473,Bac Lieu,VN,79.86,broken clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
474,Porto Seguro,BR,79.32,few clouds,-16.4497,-39.0647,Porto Cálem Praia Hotel
475,Thompson,CA,54.52,overcast clouds,55.7435,-97.8558,Burntwood Hotel
476,Warri,NG,82.24,light rain,5.5167,5.75,GT Guesthouse
478,Chum Phae,TH,76.39,overcast clouds,16.5443,102.0992,Major Grand
479,Roberval,CA,55.92,broken clouds,48.5168,-72.2324,Hôtel Château Roberval
480,Nabire,ID,73.33,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
481,Roma,US,65.88,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
482,Honavar,IN,77.02,overcast clouds,14.2833,74.45,Hotel Sagar Residency
483,Mount Gambier,AU,49.91,scattered clouds,-37.8333,140.7667,The Commodore
484,Pitimbu,BR,86.59,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
485,Mujiayingzi,CN,57.25,clear sky,42.1167,118.7833,Jinjiang Hotel
486,Kokopo,PG,77.16,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
487,Inongo,CD,76.3,broken clouds,-1.95,18.2667,Hotel Du Lac
488,Yining,CN,72.12,clear sky,29.0361,114.5636,Xiushui Hotel
489,Punta Alta,AR,68.23,overcast clouds,-38.8759,-62.0736,Center Hotel Punta Alta
491,Galle,LK,79.61,few clouds,6.0367,80.217,Amangalla
492,El Cobre,CU,87.24,few clouds,20.0489,-75.9469,Hotel El Cobre
493,Panaba,MX,84.65,few clouds,21.2833,-88.2667,Hotel Don Fernando
494,Rio Gallegos,AR,46.45,few clouds,-51.6226,-69.2181,Hotel Santa Cruz
495,Bogande,BF,86.86,scattered clouds,12.9714,-0.1436,Auberge Wendkouni
496,Nicoya,CR,80.58,few clouds,10.1483,-85.452,Las Cabinas Del Sueño
497,Ndola,ZM,85.24,broken clouds,-12.9587,28.6366,Chabanga Lodge iSpot
498,Nome,US,48.27,moderate rain,64.5011,-165.4064,Dredge 7 Inn
499,Mancio Lima,BR,89.53,scattered clouds,-7.6142,-72.8958,Motel Asas Do Desejo
500,Fethiye,TR,82.27,clear sky,36.6217,29.1164,Club & Hotel Letoonia
501,Ryotsu,JP,76.89,overcast clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
502,Kudahuvadhoo,MV,82.06,broken clouds,2.6708,72.8944,Niyama Private Islands Maldives
503,Cabedelo,BR,86.67,broken clouds,-6.9811,-34.8339,Pousada Camboinha
504,Foshan,CN,87.84,broken clouds,23.0268,113.1315,Crowne Plaza Foshan
505,Pelileo,EC,66.65,light rain,-1.3167,-78.5333,La Casta
506,Hovd,MN,46.8,overcast clouds,48.0056,91.6419,Hotel Khovd
508,Salym,RU,50.25,overcast clouds,60.0625,71.4789,Gostinitsa Salym
509,Santa Cruz De La Palma,ES,80.74,few clouds,28.6835,-17.7642,H10 Taburiente Playa
510,Namtsy,RU,40.93,overcast clouds,62.7161,129.6658,"""Эңсиэли Киин"""
512,Hofn,IS,46.56,overcast clouds,64.2539,-15.2082,Hótel Höfn
513,Corpus Christi,US,89.98,scattered clouds,27.8006,-97.3964,"Holiday Inn Corpus Christi Downtown Marina, an IHG Hotel"
514,Abha,SA,68.25,scattered clouds,18.2164,42.5053,Abha Hotel
515,Nadym,RU,53.53,overcast clouds,65.5333,72.5167,Apartment on Zvereva
516,Whitehorse,CA,33.31,clear sky,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
517,Luganville,VU,78.06,broken clouds,-15.5333,167.1667,The Espiritu Hotel
518,Sao Joao Da Barra,BR,66.29,broken clouds,-21.6403,-41.0511,Pousada Porto De Canoas
519,Banyo,CM,71.17,moderate rain,6.75,11.8167,Motel JOMBA
520,Chabahar,IR,82.08,clear sky,25.2919,60.643,هتل گدروشیا
521,Nara,JP,80.49,heavy intensity rain,34.6851,135.8049,Guesthouse Nara Komachi
522,Felanitx,ES,77.95,broken clouds,39.4696,3.1483,Petit Hotel Hostatgeria Sant Salvador
523,Tobol,KZ,62.91,overcast clouds,52.6844,62.5794,Tobol Gostinitsa
524,Molo,KE,57.07,moderate rain,-0.2479,35.7374,EEL HOTEL
525,Manama,BH,95.18,clear sky,26.2154,50.5832,Al Safir Hotel
526,Naryan-Mar,RU,51.62,broken clouds,67.6713,53.087,Hostel Agat
527,Conde,BR,85.46,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
528,Aksu,CN,78.13,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
529,Gushikawa,JP,82.4,overcast clouds,26.3544,127.8686,Kirari Guest House
530,Guangyuan,CN,68.23,broken clouds,32.442,105.823,Guangyuan Poetry Hotel
531,Sarakhs,IR,80.82,clear sky,36.5449,61.1577,مهمان سرای شرکت گاز
532,Mansa,IN,85.41,scattered clouds,29.9833,75.3833,STARiHOTEL Mansa
533,Taunggyi,MM,64.63,overcast clouds,20.7833,97.0333,True Treasure Hotel
535,Sao Felix Do Xingu,BR,99.52,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
536,Havoysund,NO,46.63,light rain,70.9963,24.6622,Arctic View Glamping & Restaurant
537,Morden,CA,57.04,overcast clouds,49.1919,-98.1014,Morden Motor Inn
538,Alice Springs,AU,57.22,clear sky,-23.7,133.8833,Desert Palms Alice Springs
539,Levski,BG,75.56,overcast clouds,43.3667,25.1333,Family Hotel Arbanashka Sreshta
540,Salalah,OM,80.69,broken clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
541,Santa Isabel Do Rio Negro,BR,93.63,broken clouds,-0.4139,-65.0192,Hotel GSA
542,Cururupu,BR,86.07,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
543,Aksha,RU,43.03,overcast clouds,50.2814,113.2867,Vizit
544,Sande,DE,59.05,overcast clouds,53.5049,8.0142,Auf dem alten Deich
545,Myitkyina,MM,75.34,scattered clouds,25.3833,97.4,Shwe Phyu Hotel
549,Gonen,TR,92.01,clear sky,40.1049,27.654,Gönen Palmiye Butik Pansiyon
550,Bunschoten,NL,63.99,broken clouds,52.2333,5.3667,De Mandemaaker
551,Tabou,CI,79.34,broken clouds,4.423,-7.3528,hotêl doufoulougou
552,Kontagora,NG,72.43,overcast clouds,10.3999,5.4695,Queens Guest Inn
553,Djenne,ML,87.62,overcast clouds,13.9061,-4.5533,Hôtel Chez Baba
554,Rongcheng,CN,70.92,clear sky,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
555,Dharchula,IN,70.9,overcast clouds,29.85,80.5333,Mahara Hotel
556,Yelizovo,RU,37.11,clear sky,53.1873,158.3805,Kamchatskiy Stil' Hostel
557,Te Anau,NZ,36.45,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
558,Seoul,KR,74.59,scattered clouds,37.5683,126.9778,LOTTE HOTEL SEOUL
559,Deer Lake,CA,49.68,overcast clouds,49.1667,-57.4316,"Holiday Inn Express Deer Lake, an IHG Hotel"
560,Hay River,CA,49.57,overcast clouds,60.8156,-115.7999,Ptarmigan Inn
561,Gorontalo,ID,74.53,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
562,Yuanping,CN,68.83,few clouds,38.7153,112.7575,Yuanping Xinghe Guesthouse
563,Altamira,BR,96.28,overcast clouds,-3.2033,-52.2064,Requinte Hotel
564,Milove,UA,68.34,scattered clouds,49.3787,40.1302,СТРЕЛЕЦКАЯ СЛОБОДА
565,Waggaman,US,84.99,scattered clouds,29.9185,-90.2109,"Candlewood Suites Avondale-New Orleans, an IHG Hotel"
566,Looc,PH,80.71,overcast clouds,12.2605,121.9926,Cummings Highlands
567,Mastic Beach,US,70.11,overcast clouds,40.7668,-72.8521,Brushwood House by Smith Point Beach
568,Shimoda,JP,75.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
570,Leningradskiy,RU,34.23,snow,69.3833,178.4167,Gostinitsa
571,Uyuni,BO,49.75,clear sky,-20.4597,-66.825,Hostal La Magia de Uyuni
572,Honiara,SB,77.49,overcast clouds,-9.4333,159.95,Heritage Park Hotel
573,Shelburne,CA,70.75,broken clouds,44.0787,-80.2041,The Retreat at the Farm
575,Camana,PE,64.6,broken clouds,-16.6228,-72.7111,Hostal Morales
576,Puerto Penasco,MX,76.98,clear sky,31.3167,-113.5333,Playa Bonita Resort
577,Hvide Sande,DK,57.09,overcast clouds,56.0045,8.1294,Hvide Sande Hotel
578,Antofagasta,CL,60.08,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
579,Leshukonskoye,RU,50.92,light rain,64.8989,45.7622,Pryalitsa Hostel
580,Prince Rupert,CA,49.69,broken clouds,54.3161,-130.3201,Crest Hotel
583,Pangnirtung,CA,43.47,overcast clouds,66.1451,-65.7125,Kilabuk Lodge
585,Victoria,HK,88.18,scattered clouds,22.2855,114.1577,Mini Central
587,Kashi,CN,74.98,overcast clouds,39.4547,75.9797,帕米尔青年旅舍
588,Yanam,IN,78.78,broken clouds,16.7333,82.2167,The Regency Hotel
589,Pochutla,MX,71.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
590,Oistins,BB,87.89,broken clouds,13.0667,-59.5333,Butterfly Beach Hotel
591,Boddam,GB,54.64,overcast clouds,57.4667,-1.7833,Palace Hotel
592,Voznesenye,RU,49.91,overcast clouds,61.0106,35.4781,Gostinitsa
593,Asino,RU,50.07,overcast clouds,56.9979,86.1452,"Hotel ""Rainbow"""
594,Nelson Bay,AU,62.1,clear sky,-32.7167,152.15,Mantra Nelson Bay
595,Jijiga,ET,71.65,broken clouds,9.35,42.8,RAMAAS HOTEL
596,Zaranj,AF,89.96,clear sky,30.9667,61.8833,کارگاه بلوک زنی سرهنگ
598,Malanville,BJ,81.21,moderate rain,11.8685,3.3899,Hotel Sejour du Sahel
599,Shu,KZ,68.61,clear sky,43.5983,73.7614,Shyngyzkhan
602,Hami,CN,72.43,broken clouds,42.8,93.45,Laoyutang Resort
603,Ladario,BR,88.09,clear sky,-19.0047,-57.6017,Hotel Fazenda 4 cantos
604,Terra Santa,BR,99.09,overcast clouds,-2.1042,-56.4869,Hotel Sarah
605,Trinidad,BO,90.99,clear sky,-14.8333,-64.9,Hotel Piesta
606,Maldonado,UY,67.39,overcast clouds,-34.6667,-54.9167,La Cimarrona
607,Sangmelima,CM,75.61,moderate rain,2.9333,11.9833,gamestar hotel
608,Kupino,RU,51.91,few clouds,54.3663,77.2981,Hotel Sibiria Inn
609,Port Augusta,AU,48.25,clear sky,-32.5,137.7667,Majestic Oasis Apartments
610,Dicabisagan,PH,78.08,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
611,Belfast,GB,59.59,broken clouds,54.5833,-5.9333,Wellington Park Hotel
612,Korla,CN,75.47,overcast clouds,41.7597,86.1469,Gulisitan Hotel
613,Ucluelet,CA,47.08,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
614,Robertsport,LR,78.03,moderate rain,6.7533,-11.3686,Kwepunha Retreat
615,Ojinaga,MX,79.75,clear sky,29.5667,-104.4167,Suites Las Palmas
619,Palmer,US,65.34,few clouds,42.1584,-72.3287,Wedgewood Motel
620,Kargasok,RU,50.43,overcast clouds,59.0556,80.8572,Hotel Kargasok
621,Haian,CN,73.99,clear sky,32.5436,120.45,Zhongyang Shanghai Min
622,Bireun,ID,79.7,scattered clouds,5.203,96.7009,Rumah Bp.AR. ISMAIL
623,Jiujiang,CN,80.01,scattered clouds,29.7333,115.9833,Tianhai Fashion Theme Hotel
624,Caucaia,BR,85.95,broken clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
625,Karaton,ID,74.44,broken clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
626,Pak Phanang,TH,81.36,broken clouds,8.3511,100.202,Green Park Inn Hotel
628,Medicine Hat,CA,55.22,few clouds,50.0501,-110.6683,Ramada Limited Medicine Hat
629,Havre-Saint-Pierre,CA,48.2,broken clouds,50.2334,-63.5986,Auberge Niapiskau 2
630,Broome,US,72.66,clear sky,42.2506,-75.833,Chenango Valley State Park
631,Den Helder,NL,59.99,scattered clouds,52.9599,4.7593,Hotel Den Helder
633,Taltal,CL,59.74,clear sky,-25.4,-70.4833,Residencial Karime
634,Thung Song,TH,74.77,few clouds,8.1645,99.6804,Jasmine Resort And Spa
635,Pangai,TO,76.48,clear sky,-19.8,-174.35,Ha'apai Beach Resort
636,Souillac,MU,71.98,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
637,Prainha,BR,94.21,scattered clouds,-1.8,-53.48,Casa Rocha
638,Cervo,ES,68.97,overcast clouds,43.6702,-7.4101,Hotel Spa Galatea
640,Klaksvik,FO,52.72,overcast clouds,62.2266,-6.589,Airbnb rooms
641,Sioux Lookout,CA,53.67,mist,50.1001,-91.917,Knobby's Fly-In Camps
642,Nampula,MZ,83.17,few clouds,-15.1165,39.2666,Ruby Backpackers
644,Daru,PG,79.11,overcast clouds,-9.0763,143.2092,Daru Lodge
646,Fukue,JP,80.47,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
647,Kaoma,ZM,90.75,broken clouds,-14.7833,24.8,KAOMA AIRPORT
648,Brae,GB,49.24,overcast clouds,60.3964,-1.353,Busta House Hotel
649,Chamonix-Mont-Blanc,FR,60.49,scattered clouds,45.9238,6.8693,Hôtel Vallée Blanche
650,Seydi,TM,80.29,clear sky,39.4816,62.9137,Seydi oteli
651,Bundaberg,AU,65.21,scattered clouds,-24.85,152.35,Takalvan Motel
652,Biarritz,FR,77.65,clear sky,43.4801,-1.5556,Hôtel de l'ocean
653,Steenwijk,NL,58.01,broken clouds,52.7875,6.1208,Fletcher Hotel-Restaurant Steenwijk
654,Webuye,KE,68.9,light rain,0.6075,34.7697,Satellite View Hotel
656,Fayaoue,NC,74.35,clear sky,-20.65,166.5333,Chez Dydyce Guesthouse
657,Roebourne,AU,73.31,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
658,Macon,US,78.26,scattered clouds,39.8667,-88.9668,Haworth Cottage
659,Severo-Yeniseyskiy,RU,42.87,overcast clouds,60.3725,93.0408,Aktolik
660,Yulara,AU,60.53,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
661,Hella,NO,58.05,clear sky,67.2,14.4333,Djupvatnet rasteplass
662,San Isidro,PE,60.39,overcast clouds,-12.1167,-77.05,Radisson Hotel Decapolis Miraflores
663,Belmonte,BR,77.56,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
664,Diego De Almagro,CL,65.14,broken clouds,-26.3667,-70.05,hotel luna del desierto
667,Rantepao,ID,67.46,overcast clouds,-2.9701,119.8978,Hotel Luta Resort
668,Gonbad-E Qabus,IR,82.9,clear sky,37.25,55.1672,گلکده گلشن
669,Vicam,MX,84.54,clear sky,27.6333,-110.2833,Hotel Las Palmas
670,Sale,MA,77.68,few clouds,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
671,Maun,BW,90.19,clear sky,-19.9833,23.4167,Enviro Villa
672,Charlestown,AU,60.58,clear sky,-32.95,151.6667,Panorama Motor Inn Hotel
674,Grindavik,IS,52.27,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
676,Petrovac,RS,57.25,overcast clouds,44.3769,21.4192,Sobe Zlatnik
677,Skegness,GB,64.06,overcast clouds,53.1436,0.3363,The Royal Hotel
678,Ust-Nera,RU,33.67,overcast clouds,64.5667,143.2,Hotel Ust-Nera
679,Jaciara,BR,98.98,clear sky,-15.9653,-54.9683,Taba Hotel
680,Chernushka,RU,56.64,overcast clouds,56.5072,56.0766,Гостиница на Ленина
681,Black Forest,US,65.34,clear sky,39.0131,-104.7008,The Black Forest Inn Colorado Springs
682,Kericho,KE,59.18,light rain,-0.3677,35.2831,Taidy's Kericho
683,Kazachinskoye,RU,44.08,scattered clouds,57.6953,93.2761,"Tayga, Gostinitsa"
684,Tanda,IN,77.58,moderate rain,26.55,82.65,MUMTAZ GANJ TANDA
685,Nador,MA,79.05,few clouds,35.174,-2.9287,Hôtel La Giralda
686,Nuuk,GL,50.61,broken clouds,64.1835,-51.7216,Vandrehuset
687,Miguel Hidalgo,MX,64.33,broken clouds,19.4225,-99.2028,JW Marriott Hotel Mexico City
688,Boyolangu,ID,74.68,scattered clouds,-8.1181,111.8935,Yos ega cv
689,Nosy Varika,MG,70.45,clear sky,-20.5833,48.5333,Hotel Volazara
690,Sayyan,YE,71.67,overcast clouds,15.1718,44.3244,متنزه و بحيرة سيان
692,Fallon,US,62.46,broken clouds,39.4735,-118.7774,Best Western Fallon Inn & Suites
693,Oktyabrskiy,RU,61.57,overcast clouds,54.4815,53.471,Гостиница Октябрьская
694,Trelew,AR,50.9,overcast clouds,-43.249,-65.3051,Hotel Touring Club
695,Vredendal,ZA,61.43,overcast clouds,-31.6683,18.5012,Tharrakamma Guest House
696,Trogir,HR,60.85,clear sky,43.5125,16.2517,Hotel Medena
697,Biak,ID,75.13,overcast clouds,-0.9131,122.8766,Penginapan Kim
698,Mehamn,NO,46.31,drizzle rain,71.0357,27.8492,Mehamn Arctic Hotel AS
699,Mumford,GH,78.42,scattered clouds,5.2618,-0.759,Spanish Villa
700,Liverpool,GB,62.29,scattered clouds,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
701,Belebey,RU,58.5,overcast clouds,54.1167,54.1167,"Gostinitsa ""Belebey"""
702,Salamiyah,SY,91.04,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
703,Buchanan,LR,78.96,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
705,Eyl,SO,78.03,scattered clouds,7.9803,49.8164,Amiin Hotel
706,Havelock,US,78.78,clear sky,34.8791,-76.9013,Sherwood Motel
